brand,name,desc,category,servingSize,servingSizeUnit,calories,fat,carbs,protein,Calories_100g,Total_Fat_100g,Carbohydrates_100g,Protein_100g
Whataburger,"American Cheese Slice, Large","American Cheese Slice, Large",ToppingsIngredients,24,g,90,7,0,5,375,29,0,21
Wendy's,"American Cheese, 3 Slices","American Cheese, for Dave's Triple, 3 Slices, Cheeseburgers",ToppingsIngredients,,,120,11,2,6,,,,
Sheetz,"American Cheese, for 12"" MTO Subz","American Cheese, for 12"" MTO Subz, Toppings, Subz",ToppingsIngredients,,,160,14,4,8,,,,
Dominos,"American Cheese, for 14"" Large Brooklyn Style Pizza","American Cheese, for 14"" Large Brooklyn Style Pizza, 1 Topping Only Pizza",ToppingsIngredients,17,g,60,5,0,3,353,29,0,18
Dominos,"American Cheese, for 14"" Large Hand Tossed & Crunchy Thin Crust Pizza","American Cheese, for 14"" Large Hand Tossed & Crunchy Thin Crust Pizza, 1 Topping Only Pizza",ToppingsIngredients,12,g,45,4,0,2,375,33,0,17
Dominos,"American Cheese, for 16"" Extra Large Hand Tossed Pizza","American Cheese, for 16"" Extra Large Hand Tossed Pizza, 1 Topping Only Pizza",ToppingsIngredients,16,g,60,5,0,3,375,31,0,19
Sheetz,"American Cheese, for Breakfast Subz","American Cheese, for Breakfast Subz, MTO Wrapz, MTO Deli Sandwichez, Grilled Cheese Sandwiches & 6"" MTO Subz, Breakfast Sandwiches, Cheese, Wrapz & Shnack Wrapz, Deli Sandwichez, Subz",ToppingsIngredients,,,80,7,2,4,,,,
IHOP,"American Cheese, for Create Your Omelette","American Cheese, for Create Your Omelette, Ingredients, Made to Order Omelettes",ToppingsIngredients,,,150,12,2,8,,,,
Jason's Deli,"American Cheese, for Half Sandwich","American Cheese, for Half Sandwich & Lighter Portion, Build Your Own Sandwich",ToppingsIngredients,,,80,7,1,3,,,,
Zaxby's,"American Cheese, for Kiddie Cheese","American Cheese, for Kiddie Cheese, Zax Kids, 3 Slices",ToppingsIngredients,,,150,12,3,8,,,,
Wendy's,"American Cheese, for Kid's Hamburger","American Cheese, for Kid's Hamburger, Kid's Cheeseburger, Jr Hamburger, Jr Cheeseburger Deluxe, Jr Cheeseburger, Jr Bacon Cheeseburger, Double Stack, Crispy Chicken Sandwich, Crispy Chicken BLT, Asiago Ranch Chicken Club, Hamburger, Sausage & Egg Burrito & Fresh Baked Biscuit, Wendy's Kid's Meals, Right Price Right Size Menu, Chicken Wraps & More, Cheeseburgers, Breakfast",ToppingsIngredients,,,40,3.5,1,2,,,,
Dominos,"American Cheese, for Medium 12"" Crunchy Thin Crust Pizza & Extra Large 16"" Brooklyn Style Pizza","American Cheese, for Medium 12"" Crunchy Thin Crust Pizza & Extra Large 16"" Brooklyn Style Pizza, 1 Topping Pizza Only",ToppingsIngredients,21,g,80,6,1,4,381,29,5,19
Dominos,"American Cheese, for Medium 12"" Hand Tossed & Handmade Pan Pizzas","American Cheese, for Medium 12"" Hand Tossed & Handmade Pan Pizzas, 1 Topping Pizza Only",ToppingsIngredients,11,g,40,3,0,2,364,27,0,18
Sheetz,"American Cheese, for MTO Chicken Sandwich","American Cheese, for MTO Chicken Sandwich, MTO Burger, MTO Hot Dog & MTO Breakfast Sandwiches, Cheese, Chicken Sandwichez, MTO Burgerz, Hot Dogs & Bratwurst, Breakfast Sandwiches",ToppingsIngredients,,,40,3.5,1,2,,,,
Sheetz,"American Cheese, for MTO Sliderz","American Cheese, for MTO Sliderz & MTO Shnack Wrapz, Cheese, Sliderz, Wrapz & Shnack Wrapz",ToppingsIngredients,,,20,2,,1,,,,
Dominos,"American Cheese, for Small 10"" Crunchy Thin Crust Pizza","American Cheese, for Small 10"" Crunchy Thin Crust Pizza, 1 Topping Pizza Only",ToppingsIngredients,14,g,50,4.5,0,3,357,32,0,21
Dominos,"American Cheese, for Small 10"" Hand Tossed & Gluten Free Pizzas","American Cheese, for Small 10"" Hand Tossed & Gluten Free Pizzas, 1 Topping Pizza Only",ToppingsIngredients,9,g,35,3,0,2,389,33,0,22
Wendy's,"American Cheese, for Son of Baconator","American Cheese, for Son of Baconator, Dave's Single, Dave's Double & Baconator, Cheeseburgers",ToppingsIngredients,,,80,7,1,4,,,,
Tim Hortons,"American Cheese, for Turkey Sausage Breakfast Sandwich, 1 Slice","American Cheese, for Turkey Sausage Breakfast Sandwich, Steak & Four Cheese Bagel Breakfast Sandwich, Sausage Breakfast Sandwich, Bacon Breakfast Sandwich, Angus Steak & Egg Breakfast Sandwich, Aged Cheddar Biscuit Breakfast Sandwich & Bagel BELT, Cheese, Breakfast Sandwiches, Bagel BELT, Breakfast, 1 Slice",ToppingsIngredients,11,g,40,3,0.3,2,364,27,3,18
Tim Hortons,"American Cheese, for Tuscan Chicken Panini, 2 Slices","American Cheese, for Tuscan Chicken Panini & Grilled Cheese Panini, Cheese, Sandwiches & Panini, Lunch, Grilled Panini & Sandwiches, Sandwiches & Hot Bowls, 2 Slices",ToppingsIngredients,22,g,80,7,1,4,364,32,5,18
Jason's Deli,"American Cheese, for Whole Sandwich","American Cheese, for Whole Sandwich & BYO Veggie Sandwich, Cheeses, Build Your Own Sandwich, Gluten Sensitive Menu",ToppingsIngredients,,,160,14,2,7,,,,
Subway,"American Cheese, Processed","American Cheese, Processed, Cheese, Breads & Condiments, Sides, Drinks & Extras, Extras, for 6 in Sandwich",ToppingsIngredients,11,g,40,3.5,1,2,364,32,9,18
Perkins,"American Cheese, Shredded, for Build Your Own Omelette","American Cheese, Shredded, for Build Your Own Omelette, Breakfast",ToppingsIngredients,42,g,170,14,1,11,405,33,2,26
Perkins,"American Cheese, Shredded, for Granny's Country Omelette","American Cheese, Shredded, for Granny's Country Omelette, Wrappin Granny, Southwest Breakfast Burrito Sandwich, The Wrappin Granny, Hammin Egger, Granny's Loaded Hash Browns, Honey Mustard Chicken Crunch Salad, Southwest Avocado Salad, Cali Club Salad & 3 Egg Omelette, Breakfast, Fresh Cracked Classics, Handhelds, Lunch & Dinners, 55+ Build Your Own Omelette, Seniors & Kids, Sides & Toppings, Sides & Condiments, Great American Breakfasts, Specials, Great Plates, Salads & Soups, Lunch & Dinners",ToppingsIngredients,28,g,110,9,1,7,393,32,4,25
Bonefish Grill,American Kobe Burger,"American Kobe Burger, Lunch Hand Helds, Lunch",Burgers,,,638,45,34,25,,,,
Bonefish Grill,"American Kobe Burger, Double","American Kobe Burger, Double, Lunch Hand Helds, Lunch",Burgers,,,899,65,34,45,,,,
Jason's Deli,American Potato Salad,"American Potato Salad, Sides, Build Your Own Sandwich, Vegetarian Menu, Garden Fresh Salad Bar, Gluten Sensitive Menu",AppetizersSides,,,510,36,40,7,,,,
Jason's Deli,"American Potato Salad, for Salad Bar","American Potato Salad, for Salad Bar & Garden Fresh Salad Bar, Meatless Eats, Salads, Garden Fresh Salad Bar, Gluten Sensitive Menu",AppetizersSides,,,260,18,20,4,,,,
Bonefish Grill,American Style Kobe Beef Burger,"American Style Kobe Beef Burger w/ Toasted Brioche Bun, Sharp Cheddar & Bacon, Hand Helds, Brunch, Dinner, also called Half Pound American Kobe Beef Burger; Choice of Adding: Bacon, Avocado or Mushrooms; Choice of: Fresh Greens or French Fries",Burgers,,,1083,75,50,52,,,,
Bonefish Grill,American Style Kobe Beef Burger w/ Fried Egg & House Made Chips,"American Style Kobe Beef Burger w/ Fried Egg & House Made Chips, Favorites, Brunch",Burgers,,,1958,140,106,64,,,,
Bonefish Grill,American Style Kobe Beef Burger w/ Fried Egg & Spring Mix,"American Style Kobe Beef Burger w/ Fried Egg & Spring Mix, Favorites, Brunch",Burgers,,,1516,116,56,59,,,,
Outback Steakhouse,Amstel Light Bottle,"Amstel Light Bottle, Import, Beers, Bar",Beverages,,,100,,,,,,,
Jason's Deli,"Amy's Turkey O Sandwich, Whole","Amy's Turkey O Sandwich on Onion Bun w/ Jalapeno Pepper Jack Cheese, Roasted Turkey Breast, Lettuce, Red Onion Rings, Roma Tomato Slice, Sliced Avocado & Stone Ground Mustard, Whole, Specialty Sandwiches; Choice of Adding: Side Salad Bar, Chips or Baked Chips",Sandwiches,,,470,16,56,28,,,,
Qdoba,Ancho Chile BBQ Sauce,"Ancho Chile BBQ Sauce, Ingredients for Entrees",ToppingsIngredients,57,g,90,3,17,0,158,5,30,0
Chili's,"Ancho Chile Ranch, 1.5 fl oz","Ancho Chile Ranch, for Lunch Combos Salad Dressings, 1.5 fl oz",ToppingsIngredients,1.5,fl oz,170,17,3,1,400,40,7,2
Chili's,"Ancho Chile Ranch, 2 fl oz","Ancho Chile Ranch, for Entrees, Salad Dressings, 2 fl oz",ToppingsIngredients,2,fl oz,220,22,4,2,388,39,7,4
Starbucks,Ancho Chipotle Chicken Panini,"Ancho Chipotle Chicken Panini on Ciabatta Bread w/ Chicken Breast, Ancho Chipotle Sauce, Poblano Peppers, Red Onion, Three Chili Gouda Cheese & Cilantro Pesto, Sandwiches, Paninis & Salads, Food",Sandwiches,179,g,500,19,57,26,279,11,32,15
Chili's,"Ancho Crusted Sirloin, 10 oz","Ancho Crusted Sirloin w/ Ancho Garlic Rub, Green Onions, Asparagus, Garlic Roasted Tomatoes, Homestyle Fries & Pasilla Honey Chile Sauce, Steaks, Ribs & Steaks, 10 oz",Entrees,,,960,350,82,74,,,,
Chili's,"Ancho Crusted Sirloin, 6 oz","Ancho Crusted Sirloin w/ Green Onions, Asparagus, Garlic Roasted Tomatoes, Homestyle Fries & Pasilla Honey Chile Sauce, Steaks, Ribs & Steaks, 6 oz",Entrees,,,800,300,80,49,,,,
Chili's,Ancho Salmon,"Ancho Salmon w/ Chile Rubbed Atlantic Salmon, Spicy Citrus Chile Sauce, Cilantro, Queso Fresco, Citrus Chile Rice & Steamed Broccoli, Lighter Choices, Chicken & Seafood",Entrees,,,590,27,41,48,,,,
Papa John's,Anchovies,"Anchovies, Extras, Extras, Toppings, Ingredients",ToppingsIngredients,14,g,30,1.5,0,4,214,11,0,29
BJ's Restaurant & Brewhouse,Anchovies,"Anchovies, Additional Toppings, BJs Signature Deep Dish Pizzas",ToppingsIngredients,,,30,1,0,5,,,,
Dominos,"Anchovies, for 12"" Medium Crunchy Thin Crust Pizza","Anchovies, for 12"" Medium Crunchy Thin Crust Pizza, 1 Topping Only Pizza, Limited Availability",ToppingsIngredients,14,g,30,2,16,3,214,14,114,21
Dominos,"Anchovies, for 14"" Large Brooklyn Style Pizza","Anchovies, for 14"" Large Brooklyn Style Pizza & 16"" Extra Large Brooklyn Style Pizza, 1 Topping Only Pizza, Limited Availability",ToppingsIngredients,9,g,20,1.5,10,2,222,17,111,22
Papa Murphy's,"Anchovies, for 5 Meat Stuffed Crust Family","Anchovies, for 5 Meat Stuffed Crust Family, Big Murphy's Stuffed Crust Family, Chicago Style Stuffed Crust Family, Chicken Bacon Stuffed Crust Family & CYO Stuffed Crust Family, Toppings",ToppingsIngredients,,,5,0,0,,,,,
Papa Murphy's,"Anchovies, for Angus Steak & Roasted Garlic Family","Anchovies, for Angus Steak & Roasted Garlic Family, Spicy Fennel Sausage Family, Tuscan Chicken & Sausage Family, 5 Meat Stuffed Crust Large, Bacon Cheeseburger Family, BBQ Chicken Family, Big Murphy's Stuffed Crust Large, Chicago Style Stuffed Crust Large, Chicken Bacon Artichoke Family, Chicken Bacon Stuffed Crust Large, Chicken Garlic Family, Cowboy Family, Garden Veggie Family, Gourmet Vegetarian Family, Hawaiian Pizza Family, Herb Chicken Mediterranean Family, Murphy Combo Family, Papas All Meat Family, Papas Favorite Family, Pepperoni Family, Rancher Family, Thai Chicken Family, CYO Multi Topping Family, CYO Single Topping Family & CYO Stuffed Crust Large, Toppings",ToppingsIngredients,0.2,oz,10,0.5,0,1,176,9,0,18
Papa Murphy's,"Anchovies, for Angus Steak & Roasted Garlic Large","Anchovies, for Angus Steak & Roasted Garlic Large, Angus Steak & Roasted Garlic Medium, Angus Steak & Roasted Garlic Family Thin, Angus Steak & Roasted Garlic Large Thin, Spicy Fennel Sausage Large, Spicy Fennel Sausage Medium, Spicy Fennel Sausage Family Thin, Spicy Fennel Sausage Large Thin, Tuscan Chicken & Sausage Large, Tuscan Chicken & Sausage Medium, Tuscan Chicken & Sausage Family Thin, Tuscan Chicken & Sausage Large Thin, Bacon Cheeseburger Large, Bacon Cheeseburger Medium, Bacon Cheeseburger Family Thin, Bacon Cheeseburger Large Thin, BBQ Chicken Large, BBQ Chicken Medium, BBQ Chicken Family Thin, BBQ Chicken Large Thin, Chicken Bacon Artichoke Large, Chicken Bacon Artichoke Medium, Chicken Bacon Artichoke Family Thin, Chicken Bacon Artichoke Large Thin, Chicken Garlic Large, Chicken Garlic Medium, Chicken Garlic Family Thin, Chicken Garlic Large Thin, Cowboy Large, Cowboy Medium, Cowboy Family Thin, Cowboy Large Thin, Garden Veggie Large, Garden Veggie Medium, Garden Veggie Family Thin, Garden Veggie Large Thin, Gourmet Vegetarian Large, Gourmet Vegetarian Medium, Gourmet Vegetarian Family Thin, Gourmet Vegetarian Large Thin, Hawaiian Pizza Large, Hawaiian Pizza Medium, Hawaiian Pizza Family Thin, Hawaiian Pizza Large Thin, Herb Chicken Mediterranean Large, Herb Chicken Mediterranean Medium, Herb Chicken Mediterranean Family Thin, Herb Chicken Mediterranean Large Thin, Murphy Combo Large, Murphy Combo Medium, Murphy Combo Family Thin, Murphy Combo Family Large, Papas All Meat Large, Papas All Meat Medium, Papas All Meat Family Thin, Papas All Meat Large Thin, Papas Favorite Large, Papas Favorite Medium, Papas Favorite Family Thin, Papas Favorite Large Thin, Pepperoni Large, Pepperoni Medium, Pepperoni Family Thin, Pepperoni Large Thin, Rancher Large, Rancher Medium, Rancher Family Thin, Rancher Large Thin, Thai Chicken Large, Thai Chicken Medium, Thai Chicken Family Thin, Thai Chicken Large Thin, CYO Multi Topping Large, CYO Multi Topping Medium, CYO Multi Topping Family Thin, CYO Multi Topping Large Thin, CYO Single Topping Large, CYO Single Topping Medium, CYO Single Topping Family Thin & CYO Single Topping Large Thin, Toppings",ToppingsIngredients,0.2,oz,15,1,0,2,265,18,0,35
Dominos,"Anchovies, for Small 10"" Crunchy Thin Crust Pizza, Medium 12"" Hand Tossed & Handmade Pan Pizzas, Large 14"" Hand Tossed & Crunchy Thin Crust Pizzas & Extra Large 16"" Hand Tossed Pizza","Anchovies, for Small 10"" Crunchy Thin Crust Pizza, Medium 12"" Hand Tossed & Handmade Pan Pizzas, Large 14"" Hand Tossed & Crunchy Thin Crust Pizzas & Extra Large 16"" Hand Tossed Pizza, 1 Topping Pizza Only, Limited Availability",ToppingsIngredients,7,g,15,1,8,2,214,14,114,29
Dominos,"Anchovies, for Small 10"" Hand Tossed & Gluten Free Pizzas","Anchovies, for Small 10"" Hand Tossed & Gluten Free Pizzas, 1 Topping Pizza Only, Limited Availability",ToppingsIngredients,4.5,g,10,0.5,5,1,222,11,111,22
Marco's Pizza,"Anchovies, Large","Anchovies, for Large Pizza, Large; Choice in: Large Pizza",ToppingsIngredients,,,20,1.5,0,2,,,,
Marco's Pizza,"Anchovies, Medium","Anchovies, for Medium Pizzas, Medium; Choice in: Medium Pizzas",ToppingsIngredients,,,0,0,0,,,,,
Marco's Pizza,"Anchovies, Small","Anchovies, for Small Pizza, Small; Choice in: Small Pizza",ToppingsIngredients,,,5,0,0,,,,,
Marco's Pizza,"Anchovies, X Large","Anchovies, for X Large Pizzas, X Large; Choice in: X Large Pizzas",ToppingsIngredients,,,5,0,0,,,,,
Culver's,Andes Creme De Menthe Thins,"Andes Creme De Menthe Thins, for Concrete Mixers, Shakes & Sundaes, Toppings",ToppingsIngredients,,,150,9,15,1,,,,
Olive Garden,Angel Hair,"Angel Hair, for Create Your Own Pasta Bowl, Pastas, Cucina Mia, Dinner, Pronto Lunch",ToppingsIngredients,,,350,2.5,67,12,,,,
Yard House,"Angel Hair Pasta, Full","Angel Hair Pasta w/ Roasted Roma Tomatoes, Eggplant, Broccolini, Feta, Olives, Pine Nuts, Chili Flakes & Olive Oil, House Favorites, Full",Entrees,,,1190,70,105,34,,,,
Yard House,"Angel Hair Pasta, Small","Angel Hair Pasta w/ Roasted Romas, Eggplant, Broccolini, Feta, Olives, Pine Nuts, Chili Flakes & Olive Oil, House Favorites, Small",Entrees,,,660,35,64,15,,,,
Checker's Drive-In/Rallys,Angry Buffalo,"Angry Buffalo, 1 fl oz, Sauces & Dressings",ToppingsIngredients,1,fl oz,10,0,1,0,35,0,4,0
California Pizza Kitchen,"Angry Orchard Crisp Apple Cider, 12 oz","Angry Orchard Crisp Apple Cider, 12 oz, Bottled Beers",Beverages,12,oz,220,0.1,31,0,65,0,9,0
Outback Steakhouse,Angry Orchard Crisp Apple Hard Cider Bottle,"Angry Orchard Crisp Apple Hard Cider Bottle, Craft, Beers, Bar",Beverages,,,200,,,,,,,
Olive Garden,Angry Orchard Hard Cider,"Angry Orchard Hard Cider, Import & Specialty Beers, Cocktails & Beer",Beverages,,,220,,,,,,,
Chili's,"Angry Orchard, 10 fl oz","Angry Orchard, Beverages, Beer, 10 fl oz",Beverages,10,fl oz,160,0,20,0,56,0,7,0
Chili's,"Angry Orchard, 12 fl oz","Angry Orchard, Beverages, Beer, 12 fl oz",Beverages,12,fl oz,190,0,24,0,56,0,7,0
Chili's,"Angry Orchard, 16 fl oz","Angry Orchard, Beverages, Beer, 16 fl oz",Beverages,16,fl oz,250,0,32,0,55,0,7,0
Chili's,"Angry Orchard, 22 fl oz","Angry Orchard, Beverages, Beer, 22 fl oz",Beverages,22,fl oz,350,0,44,0,56,0,7,0
Papa Murphy's,"Angus Beef Steak, for 5 Meat Stuffed Crust Large","Angus Beef Steak, for 5 Meat Stuffed Crust Large, Big Murphy's Stuffed Crust Large, Chicago Style Stuffed Crust Large, Chicken Bacon Stuffed Crust Large & CYO Stuffed Crust Large, Toppings",ToppingsIngredients,,,10,0,0,2,,,,
Papa Murphy's,"Angus Beef Steak, for Angus Steak & Roasted Garlic Family","Angus Beef Steak, for Angus Steak & Roasted Garlic Family, Pepperoni Family & CYO Single Topping Family, Toppings",ToppingsIngredients,0.7,oz,25,1,,4,126,5,,20
Papa Murphy's,"Angus Beef Steak, for Angus Steak & Roasted Garlic Large","Angus Beef Steak, for Angus Steak & Roasted Garlic Large, Pepperoni Large, Pepperoni Family Thin, CYO Single Topping Large & CYO Single Topping Family Thin, Toppings",ToppingsIngredients,0.8,oz,30,1,,4,132,4,,18
Papa Murphy's,"Angus Beef Steak, for Angus Steak & Roasted Garlic Medium","Angus Beef Steak, for Angus Steak & Roasted Garlic Medium, Angus Steak & Roasted Garlic Family Thin, Angus Steak & Roasted Garlic Large Thin, Spicy Fennel Sausage Family, Spicy Fennel Sausage Large, Spicy Fennel Sausage Family Thin, Tuscan Chicken & Sausage Family, Tuscan Chicken & Sausage Large, Tuscan Chicken & Sausage Family Thin, Bacon Cheeseburger Family, Bacon Cheeseburger Large, Bacon Cheeseburger Family Thin, BBQ Chicken Family, BBQ Chicken Large, BBQ Chicken Family Thin, Chicken Bacon Artichoke Family, Chicken Bacon Artichoke Large, Chicken Bacon Artichoke Family Thin, Chicken Garlic Family, Chicken Garlic Large, Chicken Garlic Family Thin, Cowboy Family, Cowboy Large, Cowboy Family Thin, Garden Veggie Family, Garden Veggie Large, Garden Veggie Family Thin, Gourmet Vegetarian Family, Hawaiian Pizza Large, Hawaiian Pizza Family Thin, Herb Chicken Mediterranean Family, Herb Chicken Mediterranean Large, Herb Chicken Mediterranean Family Thin, Murphy Combo Family, Murphy Combo Large, Murphy Combo Family Thin, Papas All Meat Family, Papas All Meat Large, Papas All Meat Family Thin, Papas Favorite Family, Papas Favorite Large, Papas Favorite Family Thin, Pepperoni Large Thin, Rancher Family, Rancher Large, Rancher Family Thin, Thai Chicken Family, Thai Chicken Large, Thai Chicken Family Thin, CYO Multi Topping Family, CYO Multi Topping Large, CYO Multi Topping Family Thin & CYO Single Topping Large Thin, Toppings",ToppingsIngredients,,,20,0.5,0,3,,,,
Papa Murphy's,"Angus Beef Steak, for Pepperoni Medium","Angus Beef Steak, for Pepperoni Medium & CYO Single Topping Medium, Toppings",ToppingsIngredients,,,130,4,3,20,,,,
Papa Murphy's,"Angus Beef Steak, for Spicy Fennel Sausage Medium","Angus Beef Steak, for Spicy Fennel Sausage Medium, Spicy Fennel Sausage Large Thin, Tuscan Chicken & Sausage Medium, Tuscan Chicken & Sausage Large Thin, 5 Meat Stuffed Crust Family, Bacon Cheeseburger Medium, Bacon Cheeseburger Large Thin, BBQ Chicken Medium, BBQ Chicken Large Thin, Big Murphy's Stuffed Crust Family, Chicago Style Stuffed Crust Family, Chicken Bacon Artichoke Medium, Chicken Bacon Artichoke Large Thin, Chicken Bacon Stuffed Crust Family, Chicken Garlic Medium, Chicken Garlic Large Thin, Cowboy Medium, Cowboy Large Thin, Garden Veggie Medium, Garden Veggie Large Thin, Gourmet Vegetarian Medium, Gourmet Vegetarian Large Thin, Hawaiian Pizza Medium, Hawaiian Pizza Large Thin, Herb Chicken Mediterranean Medium, Herb Chicken Mediterranean Large Thin, Murphy Combo Medium, Murphy Combo Family Large, Papas All Meat Medium, Papas All Meat Large Thin, Papas Favorite Medium, Papas Favorite Large Thin, Rancher Medium, Rancher Large Thin, Thai Chicken Medium, Thai Chicken Large Thin, CYO Multi Topping Medium, CYO Multi Topping Large Thin & CYO Stuffed Crust Family, Toppings",ToppingsIngredients,,,15,0,0,2,,,,
Sheetz,Angus Burger,"Angus Burger, for MTO Burger, Burgerz",ToppingsIngredients,,,190,12,0,18,,,,
Sheetz,Angus Burger Slider Patty,"Angus Burger Slider Patty, for MTO Shnack Wrapz, Sliders, Wraps & Shnack Wrapz",ToppingsIngredients,,,180,16,0,10,,,,
Tim Hortons,Angus Steak & Cheese Panini,"Angus Steak & Cheese Panini, Sandwiches, Panini, Wraps",Sandwiches,186,g,400,17,35,27,215,9,19,15
Tim Hortons,Angus Steak & Egg Breakfast Sandwich,"Angus Steak & Egg Breakfast Sandwich, Breakfast Sandwiches, Breakfast",Sandwiches,180,g,400,20,34,21,222,11,19,12
Dunkin' Donuts,Angus Steak & Egg Sandwich,"Angus Steak & Egg Sandwich on Plain Bagel w/ Beef Patty, Egg & American Cheese, Breakfast Sandwiches",Sandwiches,,,630,26,67,34,,,,
Dunkin' Donuts,Angus Steak & Egg Wake Up Wrap,"Angus Steak & Egg Wake Up Wrap, Breakfast Sandwiches",Sandwiches,,,260,17,13,15,,,,
Papa Murphy's,"Angus Steak & Roasted Garlic Pizza on Original Crust, Family Size, 1 Slice","Angus Steak & Roasted Garlic Pizza on Original Crust w/ Gourmet White Sauce, Mozzarella Cheese, Angus Beef Steak, Green Onions, Mushrooms, Natural Roasted Garlic Cloves & Shredded Parmesan Cheese, Family Pizza Slices, Family Size, 1 Slice",Pizza,,,330,14,32,17,,,,
Papa Murphy's,"Angus Steak & Roasted Garlic Pizza on Original Crust, Large, 1 Slice","Angus Steak & Roasted Garlic Pizza on Original Crust w/ Gourmet White Sauce, Mozzarella Cheese, Angus Beef Steak, Green Onions, Mushrooms, Natural Roasted Garlic Cloves & Shredded Parmesan Cheese, Large Pizza Slices, Large, 1 Slice",Pizza,,,370,16,36,20,,,,
Papa Murphy's,"Angus Steak & Roasted Garlic Pizza on Original Crust, Medium, 1 Slice","Angus Steak & Roasted Garlic Pizza on Original Crust w/ Gourmet White Sauce, Mozzarella Cheese, Angus Beef Steak, Green Onions, Mushrooms, Natural Roasted Garlic Cloves & Shredded Parmesan Cheese, Medium Pizza Slices, Medium, 1 Slice",Pizza,,,270,12,26,14,,,,
Papa Murphy's,"Angus Steak & Roasted Garlic Pizza on Thin Crust, Family Size, 1 Slice","Angus Steak & Roasted Garlic Pizza on Thin Crust w/ Gourmet White Sauce, Mozzarella Cheese, Angus Beef Steak, Green Onions, Mushrooms, Natural Roasted Garlic Cloves & Shredded Parmesan Cheese, Thin Family Pizza Slices, Family Size, 1 Slice",Pizza,,,220,10,18,12,,,,
Papa Murphy's,"Angus Steak & Roasted Garlic Pizza on Thin Crust, Large, 1 Slice","Angus Steak & Roasted Garlic Pizza on Thin Crust w/ Gourmet White Sauce, Mozzarella Cheese, Angus Beef Steak, Green Onions, Mushrooms, Natural Roasted Garlic Cloves & Shredded Parmesan Cheese, Thin Large Pizza Slices, Large, 1 Slice",Pizza,,,220,11,18,13,,,,
Dairy Queen,Antioxidant Nutrition Boost,"Antioxidant Nutrition Boost, Julius Originals",ToppingsIngredients,,,20,,5,,,,,
Marco's Pizza,"Antipasto Salad, Large","Antipasto Salad w/ Fresh Romaine Lettuce, Fresh Leaf Iceberg Lettuce, Cheese, Ham, Sliced Genoa Salami, Black Olives & Fresh Sliced Tomatoes, Large Salads, Salads, Large",Salads,,,120,8,5,9,,,,
Marco's Pizza,"Antipasto Salad, Small","Antipasto Salad w/ Fresh Romaine Lettuce, Fresh Leaf Iceberg Lettuce, Cheese, Ham, Sliced Genoa Salami, Black Olives & Fresh Sliced Tomatoes, Small Salads, Salads, Small",Salads,,,140,10,5,10,,,,
White Castle,"Apocalyptic Breakfast Slider on Bun, Limited Time Offering","Apocalyptic Breakfast Slider on Bun, Limited Time Offering, Breakfast Sliders, Breakfast",Burgers,,,320,22,14,16,,,,
White Castle,"Apocalyptic Breakfast Toast Sandwich, Limited Time Offering","Apocalyptic Breakfast Toast Sandwich, Limited Time Offering, Breakfast Toast Sandwiches, Breakfast",Sandwiches,151,g,400,23,30,18,265,15,20,12
White Castle,"Apocalyptic Waffle Slider, Limited Time Offering","Apocalyptic Waffle Slider, Limited Time Offering, Breakfast Sliders, Breakfast",Sandwiches,145,g,460,31,28,16,317,21,19,11
California Pizza Kitchen,"Apothic Winemakers Blend, 6 oz","Apothic Winemakers Blend, Full Bodied, Divine Reds, Red Wine, 6 oz",Beverages,6,oz,150,,6,,88,,4,
California Pizza Kitchen,"Apothic Winemakers Blend, 9 oz","Apothic Winemakers Blend, Full Bodied, Divine Reds, Red Wine, 9 oz",Beverages,9,oz,230,,7,,90,,3,
California Pizza Kitchen,"Apothic Winemakers Blend, Bottle","Apothic Winemakers Blend, Full Bodied, Divine Reds, Red Wine, Bottle",Beverages,,,650,,20,,,,,
IHOP,Appetizer Sampler,"Appetizer Sampler w/ Monster Mozza Sticks, Onion Rings & Crispy Chicken Strips, Apps; Choice of: Ranch Dressing or Honey Mustard Dressing or Marinara Sauce",AppetizersSides,,,1640,90,147,60,,,,
Pizza Hut,"Appetizer Sampler w/ Marinara, Nacho Cheese & Ranch Dressing Cups","Appetizer Sampler w/ Marinara, Nacho Cheese & Ranch Dressing Cups, Sides",AppetizersSides,,,1380,86,125,26,,,,
Golden Corral,Apple,"Apple, also called Cut Apples, for Salad Buffet",ToppingsIngredients,31,g,15,0,4,0,48,0,13,0
Panera Bread,Apple,"Apple, Sides",AppetizersSides,,,80,0,21,0,,,,
Whataburger,Apple & Cranberry Grilled Chicken Salad,"Apple & Cranberry Grilled Chicken Salad w/ Romaine Lettuce, Apple Slices, Sweetened Dried Cranberries, Shredded Cheddar Cheese & Grilled, Boneless Chicken Breast, Dressing, Sides & Salads, Under 550 Calories; Choice of: Ranch, Fat Free Ranch, Jalapeno Ranch, Thousand Island, Honey Mustard, Creamy Pepper, Low Fat Herb Vinaigrette, Low Fat Honey Pepper Vinaigrette or Balsamic Vinaigrette",Salads,384,g,400,15,37,34,104,4,10,9
Whataburger,Apple & Cranberry Salad,"Apple & Cranberry Salad w/ Romaine Lettuce, Apples, Sweetened Dried Cranberries & Cheddar Cheese, Sides & Salads, Under 550 Calories",Salads,284,g,260,10,36,10,92,4,13,4
